temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,hour,day_of_week,month,year,is_weekend,day_of_month,week_of_year,is_rush_hour,is_morning_peak,is_evening_peak
270.71,0.0,0.0,64,Clouds,broken clouds,3026,20,3,11,2013,0,7,45,0,0,0
270.56,0.0,0.0,64,Mist,mist,2744,21,3,11,2013,0,7,45,0,0,0
270.07,0.0,0.0,64,Mist,mist,2006,22,3,11,2013,0,7,45,0,0,0
269.72,0.0,0.0,64,Mist,mist,1291,23,3,11,2013,0,7,45,0,0,0
269.47,0.0,0.0,64,Mist,mist,643,0,4,11,2013,0,8,45,0,0,0
268.9,0.0,0.0,64,Mist,mist,409,1,4,11,2013,0,8,45,0,0,0
268.43,0.0,0.0,64,Mist,mist,317,2,4,11,2013,0,8,45,0,0,0
268.27,0.0,0.0,64,Mist,mist,376,3,4,11,2013,0,8,45,0,0,0
268.34,0.0,0.0,64,Mist,mist,766,4,4,11,2013,0,8,45,0,0,0
268.6,0.0,0.0,64,Mist,mist,2643,5,4,11,2013,0,8,45,0,0,0
268.77,0.0,0.0,64,Mist,mist,5638,6,4,11,2013,0,8,45,0,0,0
269.95,0.0,0.0,64,Mist,mist,6703,7,4,11,2013,0,8,45,1,1,0
270.56,0.0,0.0,64,Mist,mist,5722,8,4,11,2013,0,8,45,1,1,0
272.11,0.0,0.0,64,Mist,mist,5285,9,4,11,2013,0,8,45,1,1,0
273.66,0.0,0.0,64,Clouds,broken clouds,4921,10,4,11,2013,0,8,45,0,0,0
274.92,0.0,0.0,64,Clouds,broken clouds,5449,11,4,11,2013,0,8,45,0,0,0
276.0,0.0,0.0,64,Rain,light rain,5542,12,4,11,2013,0,8,45,0,0,0
277.12,0.0,0.0,64,Clouds,broken clouds,5559,13,4,11,2013,0,8,45,0,0,0
277.81,0.0,0.0,64,Clouds,broken clouds,5837,14,4,11,2013,0,8,45,0,0,0
278.24,0.0,0.0,64,Clouds,broken clouds,6311,15,4,11,2013,0,8,45,0,0,0
278.44,0.25,0.0,64,Rain,light rain,6662,16,4,11,2013,0,8,45,1,0,1
279.44,0.0,0.0,64,Clouds,broken clouds,6245,17,4,11,2013,0,8,45,1,0,1
278.96,0.0,0.0,64,Clouds,broken clouds,3579,19,4,11,2013,0,8,45,1,0,1
279.48,0.0,0.0,64,Clouds,broken clouds,2909,20,4,11,2013,0,8,45,0,0,0
279.05,0.0,0.0,64,Rain,light rain,2937,21,4,11,2013,0,8,45,0,0,0
278.84,0.0,0.0,64,Drizzle,drizzle,2681,22,4,11,2013,0,8,45,0,0,0
278.92,0.0,0.0,64,Rain,moderate rain,1733,23,4,11,2013,0,8,45,0,0,0
279.39,0.0,0.0,64,Rain,moderate rain,1038,0,5,11,2013,1,9,45,0,0,0
279.07,0.0,0.0,64,Clouds,broken clouds,670,1,5,11,2013,1,9,45,0,0,0
278.84,0.0,0.0,64,Clouds,broken clouds,509,2,5,11,2013,1,9,45,0,0,0
278.26,0.0,0.0,64,Clouds,broken clouds,373,4,5,11,2013,1,9,45,0,0,0
278.51,0.0,0.0,64,Clouds,broken clouds,753,5,5,11,2013,1,9,45,0,0,0
278.75,0.0,0.0,64,Clouds,broken clouds,1351,6,5,11,2013,1,9,45,0,0,0
279.43,0.0,0.0,64,Clouds,broken clouds,2090,7,5,11,2013,1,9,45,1,1,0
279.04,0.0,0.0,64,Clouds,broken clouds,3379,8,5,11,2013,1,9,45,1,1,0
279.04,0.0,0.0,64,Clouds,broken clouds,4444,9,5,11,2013,1,9,45,1,1,0
279.3,0.0,0.0,90,Clouds,overcast clouds,4276,10,5,11,2013,1,9,45,0,0,0
278.69,0.0,0.0,64,Clouds,broken clouds,4054,11,5,11,2013,1,9,45,0,0,0
279.01,0.0,0.0,64,Clouds,broken clouds,4537,12,5,11,2013,1,9,45,0,0,0
278.6,0.0,0.0,64,Clouds,broken clouds,4322,13,5,11,2013,1,9,45,0,0,0
277.37,0.0,0.0,64,Clouds,broken clouds,4428,14,5,11,2013,1,9,45,0,0,0
277.11,0.0,0.0,64,Clouds,broken clouds,4251,15,5,11,2013,1,9,45,0,0,0
277.11,0.0,0.0,64,Clouds,broken clouds,4264,16,5,11,2013,1,9,45,1,0,1
277.1,0.0,0.0,64,Clouds,broken clouds,4184,17,5,11,2013,1,9,45,1,0,1
276.17,0.0,0.0,64,Clouds,broken clouds,3727,18,5,11,2013,1,9,45,1,0,1
276.04,0.0,0.0,64,Clouds,broken clouds,3429,19,5,11,2013,1,9,45,1,0,1
275.52,0.0,0.0,64,Clouds,broken clouds,2661,20,5,11,2013,1,9,45,0,0,0
275.25,0.0,0.0,64,Clouds,broken clouds,2600,21,5,11,2013,1,9,45,0,0,0
275.68,0.0,0.0,64,Clouds,broken clouds,2940,22,5,11,2013,1,9,45,0,0,0
275.68,0.0,0.0,64,Clouds,broken clouds,1871,23,5,11,2013,1,9,45,0,0,0
276.04,0.0,0.0,64,Clouds,broken clouds,1221,0,6,11,2013,1,10,45,0,0,0
275.9,0.0,0.0,64,Clouds,broken clouds,752,1,6,11,2013,1,10,45,0,0,0
275.89,0.0,0.0,64,Clouds,broken clouds,585,2,6,11,2013,1,10,45,0,0,0
276.03,0.0,0.0,64,Clouds,broken clouds,300,3,6,11,2013,1,10,45,0,0,0
275.82,0.0,0.0,64,Clouds,broken clouds,260,4,6,11,2013,1,10,45,0,0,0
275.13,0.0,0.0,64,Clouds,broken clouds,465,5,6,11,2013,1,10,45,0,0,0
274.44,0.0,0.0,64,Clouds,broken clouds,768,6,6,11,2013,1,10,45,0,0,0
273.27,0.0,0.0,64,Clouds,broken clouds,1108,7,6,11,2013,1,10,45,1,1,0
273.08,0.0,0.0,64,Clouds,broken clouds,1842,8,6,11,2013,1,10,45,1,1,0
274.39,0.0,0.0,64,Clouds,broken clouds,2567,9,6,11,2013,1,10,45,1,1,0
275.44,0.0,0.0,64,Clouds,broken clouds,3273,10,6,11,2013,1,10,45,0,0,0
276.7,0.0,0.0,64,Clouds,broken clouds,3407,11,6,11,2013,1,10,45,0,0,0
277.44,0.0,0.0,64,Clouds,broken clouds,3903,12,6,11,2013,1,10,45,0,0,0
277.64,0.0,0.0,64,Clouds,broken clouds,4099,13,6,11,2013,1,10,45,0,0,0
277.54,0.0,0.0,64,Clouds,broken clouds,4319,14,6,11,2013,1,10,45,0,0,0
276.6,0.0,0.0,64,Clouds,broken clouds,4200,15,6,11,2013,1,10,45,0,0,0
276.4,0.0,0.0,64,Clouds,broken clouds,4170,16,6,11,2013,1,10,45,1,0,1
276.08,0.0,0.0,64,Clouds,broken clouds,3656,17,6,11,2013,1,10,45,1,0,1
276.08,0.0,0.0,64,Clouds,broken clouds,3510,18,6,11,2013,1,10,45,1,0,1
276.17,0.0,0.0,64,Clouds,broken clouds,2844,19,6,11,2013,1,10,45,1,0,1
276.17,0.0,0.0,90,Clouds,overcast clouds,2391,20,6,11,2013,1,10,45,0,0,0
275.97,0.0,0.0,64,Clouds,broken clouds,1895,21,6,11,2013,1,10,45,0,0,0
275.87,0.0,0.0,64,Clouds,broken clouds,1450,22,6,11,2013,1,10,45,0,0,0
275.91,0.0,0.0,64,Clouds,broken clouds,925,23,6,11,2013,1,10,45,0,0,0
275.44,0.0,0.0,64,Clouds,broken clouds,514,0,0,11,2013,0,11,46,0,0,0
275.55,0.0,0.0,64,Rain,light rain,286,1,0,11,2013,0,11,46,0,0,0
274.91,0.0,0.0,64,Clouds,broken clouds,215,2,0,11,2013,0,11,46,0,0,0
273.9,0.0,0.0,64,Snow,light snow,305,3,0,11,2013,0,11,46,0,0,0
271.36,0.0,0.0,64,Clouds,broken clouds,783,4,0,11,2013,0,11,46,0,0,0
270.48,0.0,0.0,64,Clouds,broken clouds,2576,5,0,11,2013,0,11,46,0,0,0
269.56,0.0,0.0,64,Clouds,broken clouds,5669,6,0,11,2013,0,11,46,0,0,0
268.54,0.0,0.0,64,Clouds,broken clouds,6170,7,0,11,2013,0,11,46,1,1,0
267.41,0.0,0.0,64,Clouds,broken clouds,5510,8,0,11,2013,0,11,46,1,1,0
266.85,0.0,0.0,64,Clouds,broken clouds,4653,9,0,11,2013,0,11,46,1,1,0
267.11,0.0,0.0,64,Clouds,broken clouds,4167,10,0,11,2013,0,11,46,0,0,0
268.15,0.0,0.0,40,Clouds,scattered clouds,4200,11,0,11,2013,0,11,46,0,0,0
269.27,0.0,0.0,64,Clouds,broken clouds,4678,13,0,11,2013,0,11,46,0,0,0
269.71,0.0,0.0,64,Clouds,broken clouds,4971,14,0,11,2013,0,11,46,0,0,0
269.2,0.0,0.0,64,Clouds,broken clouds,5101,15,0,11,2013,0,11,46,0,0,0
268.68,0.0,0.0,64,Clouds,broken clouds,5476,16,0,11,2013,0,11,46,1,0,1
267.63,0.0,0.0,64,Clouds,broken clouds,5346,17,0,11,2013,0,11,46,1,0,1
266.68,0.0,0.0,64,Clouds,broken clouds,3982,18,0,11,2013,0,11,46,1,0,1
265.77,0.0,0.0,64,Clouds,broken clouds,2679,19,0,11,2013,0,11,46,1,0,1
265.14,0.0,0.0,64,Clouds,broken clouds,2301,20,0,11,2013,0,11,46,0,0,0
264.93,0.0,0.0,64,Clouds,broken clouds,1991,21,0,11,2013,0,11,46,0,0,0
264.44,0.0,0.0,64,Clouds,broken clouds,1369,22,0,11,2013,0,11,46,0,0,0
264.17,0.0,0.0,64,Clouds,broken clouds,913,23,0,11,2013,0,11,46,0,0,0
263.16,0.0,0.0,64,Clouds,broken clouds,488,0,1,11,2013,0,12,46,0,0,0
263.21,0.0,0.0,75,Clouds,broken clouds,322,1,1,11,2013,0,12,46,0,0,0
262.63,0.0,0.0,64,Clouds,broken clouds,206,2,1,11,2013,0,12,46,0,0,0
262.52,0.0,0.0,64,Clouds,broken clouds,324,3,1,11,2013,0,12,46,0,0,0
262.19,0.0,0.0,64,Clouds,broken clouds,825,4,1,11,2013,0,12,46,0,0,0
261.76,0.0,0.0,64,Clouds,broken clouds,2760,5,1,11,2013,0,12,46,0,0,0
261.24,0.0,0.0,64,Clouds,broken clouds,5908,6,1,11,2013,0,12,46,0,0,0
261.5,0.0,0.0,64,Clouds,broken clouds,6874,7,1,11,2013,0,12,46,1,1,0
262.21,0.0,0.0,64,Clouds,broken clouds,6158,8,1,11,2013,0,12,46,1,1,0
263.04,0.0,0.0,64,Clouds,broken clouds,5237,9,1,11,2013,0,12,46,1,1,0
265.42,0.0,0.0,64,Clouds,broken clouds,4395,10,1,11,2013,0,12,46,0,0,0
266.91,0.0,0.0,64,Clouds,broken clouds,4657,11,1,11,2013,0,12,46,0,0,0
268.41,0.0,0.0,64,Clouds,broken clouds,5028,12,1,11,2013,0,12,46,0,0,0
269.63,0.0,0.0,64,Clouds,broken clouds,5024,13,1,11,2013,0,12,46,0,0,0
270.6,0.0,0.0,64,Clouds,broken clouds,5298,14,1,11,2013,0,12,46,0,0,0
271.03,0.0,0.0,64,Clouds,broken clouds,5891,15,1,11,2013,0,12,46,0,0,0
270.77,0.0,0.0,64,Clouds,broken clouds,6753,16,1,11,2013,0,12,46,1,0,1
269.88,0.0,0.0,64,Clouds,broken clouds,6562,17,1,11,2013,0,12,46,1,0,1
269.1,0.0,0.0,64,Clouds,broken clouds,4622,18,1,11,2013,0,12,46,1,0,1
268.13,0.0,0.0,64,Clouds,broken clouds,3190,19,1,11,2013,0,12,46,1,0,1
267.95,0.0,0.0,64,Clouds,broken clouds,2981,20,1,11,2013,0,12,46,0,0,0
267.69,0.0,0.0,64,Clouds,broken clouds,2411,21,1,11,2013,0,12,46,0,0,0
267.67,0.0,0.0,64,Clouds,broken clouds,1854,22,1,11,2013,0,12,46,0,0,0
267.89,0.0,0.0,64,Clouds,broken clouds,975,23,1,11,2013,0,12,46,0,0,0
267.69,0.0,0.0,64,Clouds,broken clouds,548,0,2,11,2013,0,13,46,0,0,0
267.84,0.0,0.0,64,Clouds,broken clouds,343,1,2,11,2013,0,13,46,0,0,0
268.15,0.0,0.0,64,Clouds,broken clouds,259,2,2,11,2013,0,13,46,0,0,0
268.37,0.0,0.0,64,Clouds,broken clouds,386,3,2,11,2013,0,13,46,0,0,0
268.15,0.0,0.0,64,Clouds,broken clouds,828,4,2,11,2013,0,13,46,0,0,0
268.36,0.0,0.0,64,Clouds,broken clouds,2786,5,2,11,2013,0,13,46,0,0,0
269.34,0.0,0.0,64,Clouds,broken clouds,5755,6,2,11,2013,0,13,46,0,0,0
269.49,0.0,0.0,64,Clouds,broken clouds,7020,7,2,11,2013,0,13,46,1,1,0
269.66,0.0,0.0,64,Clouds,broken clouds,6194,8,2,11,2013,0,13,46,1,1,0
271.49,0.0,0.0,64,Clouds,broken clouds,5375,9,2,11,2013,0,13,46,1,1,0
274.24,0.0,0.0,64,Clouds,broken clouds,4445,10,2,11,2013,0,13,46,0,0,0
276.58,0.0,0.0,64,Clouds,broken clouds,4904,11,2,11,2013,0,13,46,0,0,0
279.13,0.0,0.0,64,Clouds,broken clouds,5045,12,2,11,2013,0,13,46,0,0,0
280.87,0.0,0.0,64,Clouds,broken clouds,5039,13,2,11,2013,0,13,46,0,0,0
282.36,0.0,0.0,64,Clouds,broken clouds,5276,14,2,11,2013,0,13,46,0,0,0
283.13,0.0,0.0,64,Clouds,broken clouds,6119,15,2,11,2013,0,13,46,0,0,0
283.31,0.0,0.0,64,Clouds,broken clouds,6846,16,2,11,2013,0,13,46,1,0,1
281.91,0.0,0.0,64,Clouds,broken clouds,6363,17,2,11,2013,0,13,46,1,0,1
280.61,0.0,0.0,64,Clouds,broken clouds,4816,18,2,11,2013,0,13,46,1,0,1
279.83,0.0,0.0,64,Clouds,broken clouds,3339,19,2,11,2013,0,13,46,1,0,1
279.03,0.0,0.0,64,Clouds,broken clouds,2846,20,2,11,2013,0,13,46,0,0,0
278.04,0.0,0.0,64,Clouds,broken clouds,3975,21,2,11,2013,0,13,46,0,0,0
277.2,0.0,0.0,64,Clouds,broken clouds,2288,22,2,11,2013,0,13,46,0,0,0
276.68,0.0,0.0,64,Clouds,broken clouds,1139,23,2,11,2013,0,13,46,0,0,0
276.05,0.0,0.0,64,Clouds,broken clouds,630,0,3,11,2013,0,14,46,0,0,0
275.26,0.0,0.0,64,Clouds,broken clouds,375,1,3,11,2013,0,14,46,0,0,0
275.55,0.0,0.0,75,Clouds,broken clouds,255,2,3,11,2013,0,14,46,0,0,0
276.15,0.0,0.0,1,Clear,sky is clear,351,3,3,11,2013,0,14,46,0,0,0
275.89,0.0,0.0,75,Clouds,broken clouds,839,4,3,11,2013,0,14,46,0,0,0
275.39,0.0,0.0,75,Clouds,broken clouds,2932,5,3,11,2013,0,14,46,0,0,0
275.15,0.0,0.0,1,Clear,sky is clear,5933,6,3,11,2013,0,14,46,0,0,0
275.16,0.0,0.0,75,Clouds,broken clouds,6866,7,3,11,2013,0,14,46,1,1,0
275.86,0.0,0.0,64,Clouds,broken clouds,5395,9,3,11,2013,0,14,46,1,1,0
276.8,0.0,0.0,64,Clouds,broken clouds,4547,10,3,11,2013,0,14,46,0,0,0
278.21,0.0,0.0,64,Clouds,broken clouds,4907,11,3,11,2013,0,14,46,0,0,0
279.27,0.0,0.0,64,Clouds,broken clouds,5117,12,3,11,2013,0,14,46,0,0,0
281.18,0.0,0.0,64,Clouds,broken clouds,5186,13,3,11,2013,0,14,46,0,0,0
283.01,0.0,0.0,64,Clouds,broken clouds,5550,14,3,11,2013,0,14,46,0,0,0
283.98,0.0,0.0,64,Clouds,broken clouds,6224,15,3,11,2013,0,14,46,0,0,0
284.29,0.0,0.0,64,Clouds,broken clouds,6673,16,3,11,2013,0,14,46,1,0,1
281.78,0.0,0.0,64,Clouds,broken clouds,6415,17,3,11,2013,0,14,46,1,0,1
279.91,0.0,0.0,64,Clouds,broken clouds,4732,18,3,11,2013,0,14,46,1,0,1
278.58,0.0,0.0,64,Clouds,broken clouds,3525,19,3,11,2013,0,14,46,1,0,1
277.26,0.0,0.0,64,Clouds,broken clouds,3232,20,3,11,2013,0,14,46,0,0,0
276.73,0.0,0.0,64,Clouds,broken clouds,2676,21,3,11,2013,0,14,46,0,0,0
275.5,0.0,0.0,64,Clouds,broken clouds,2384,22,3,11,2013,0,14,46,0,0,0
273.6,0.0,0.0,64,Mist,mist,1247,23,3,11,2013,0,14,46,0,0,0
273.47,0.0,0.0,64,Clouds,broken clouds,653,0,4,11,2013,0,15,46,0,0,0
273.14,0.0,0.0,64,Clouds,broken clouds,411,1,4,11,2013,0,15,46,0,0,0
273.41,0.0,0.0,64,Fog,fog,315,2,4,11,2013,0,15,46,0,0,0
273.24,0.0,0.0,64,Mist,mist,392,3,4,11,2013,0,15,46,0,0,0
273.01,0.0,0.0,64,Mist,mist,787,4,4,11,2013,0,15,46,0,0,0
271.52,0.0,0.0,64,Mist,mist,2605,5,4,11,2013,0,15,46,0,0,0
271.62,0.0,0.0,64,Mist,mist,5776,6,4,11,2013,0,15,46,0,0,0
271.36,0.0,0.0,64,Mist,mist,6789,7,4,11,2013,0,15,46,1,1,0
271.36,0.0,0.0,64,Fog,fog,6789,7,4,11,2013,0,15,46,1,1,0
272.14,0.0,0.0,64,Mist,mist,5931,8,4,11,2013,0,15,46,1,1,0
272.14,0.0,0.0,64,Fog,fog,5931,8,4,11,2013,0,15,46,1,1,0
274.67,0.0,0.0,64,Mist,mist,5297,9,4,11,2013,0,15,46,1,1,0
277.04,0.0,0.0,64,Clouds,broken clouds,4926,10,4,11,2013,0,15,46,0,0,0
280.02,0.0,0.0,64,Clouds,broken clouds,5228,11,4,11,2013,0,15,46,0,0,0
282.47,0.0,0.0,64,Clouds,broken clouds,5501,12,4,11,2013,0,15,46,0,0,0
284.65,0.0,0.0,64,Clouds,broken clouds,5382,13,4,11,2013,0,15,46,0,0,0
285.47,0.0,0.0,64,Clouds,broken clouds,5715,14,4,11,2013,0,15,46,0,0,0
285.12,0.0,0.0,1,Clear,sky is clear,6300,15,4,11,2013,0,15,46,0,0,0
283.46,0.0,0.0,1,Clear,sky is clear,6753,16,4,11,2013,0,15,46,1,0,1
282.13,0.0,0.0,1,Clear,sky is clear,6125,17,4,11,2013,0,15,46,1,0,1
281.81,0.0,0.0,1,Clear,sky is clear,5231,18,4,11,2013,0,15,46,1,0,1
281.15,0.0,0.0,1,Clear,sky is clear,3659,19,4,11,2013,0,15,46,1,0,1
281.15,0.0,0.0,1,Clear,sky is clear,2827,20,4,11,2013,0,15,46,0,0,0
281.14,0.0,0.0,1,Clear,sky is clear,3862,21,4,11,2013,0,15,46,0,0,0
280.39,0.0,0.0,1,Clear,sky is clear,3285,22,4,11,2013,0,15,46,0,0,0
280.39,0.0,0.0,1,Clear,sky is clear,1898,23,4,11,2013,0,15,46,0,0,0
279.65,0.0,0.0,1,Clear,sky is clear,1106,0,5,11,2013,1,16,46,0,0,0
279.16,0.0,0.0,1,Clear,sky is clear,723,1,5,11,2013,1,16,46,0,0,0
278.9,0.0,0.0,40,Clouds,scattered clouds,550,2,5,11,2013,1,16,46,0,0,0
278.91,0.0,0.0,40,Clouds,scattered clouds,387,3,5,11,2013,1,16,46,0,0,0
278.65,0.0,0.0,1,Clear,sky is clear,424,4,5,11,2013,1,16,46,0,0,0
278.15,0.0,0.0,64,Clouds,broken clouds,770,5,5,11,2013,1,16,46,0,0,0
278.17,0.0,0.0,64,Clouds,broken clouds,2043,7,5,11,2013,1,16,46,1,1,0
280.13,0.0,0.0,90,Mist,mist,3816,9,5,11,2013,1,16,46,1,1,0
280.47,0.0,0.0,64,Mist,mist,4342,11,5,11,2013,1,16,46,0,0,0
280.46,1.27,0.0,90,Rain,moderate rain,4592,13,5,11,2013,1,16,46,0,0,0
280.46,1.27,0.0,90,Thunderstorm,thunderstorm with drizzle,4592,13,5,11,2013,1,16,46,0,0,0
280.46,1.27,0.0,90,Mist,mist,4592,13,5,11,2013,1,16,46,0,0,0
280.56,0.85,0.0,64,Rain,moderate rain,4532,14,5,11,2013,1,16,46,0,0,0
280.56,0.85,0.0,64,Mist,mist,4532,14,5,11,2013,1,16,46,0,0,0
281.1,0.64,0.0,90,Rain,light rain,4554,15,5,11,2013,1,16,46,0,0,0
281.1,0.64,0.0,90,Mist,mist,4554,15,5,11,2013,1,16,46,0,0,0
281.1,0.64,0.0,90,Drizzle,drizzle,4554,15,5,11,2013,1,16,46,0,0,0
281.14,0.64,0.0,64,Rain,heavy intensity rain,4537,16,5,11,2013,1,16,46,1,0,1
281.14,0.64,0.0,64,Mist,mist,4537,16,5,11,2013,1,16,46,1,0,1
281.32,0.25,0.0,64,Rain,light rain,4402,17,5,11,2013,1,16,46,1,0,1
281.32,0.25,0.0,64,Mist,mist,4402,17,5,11,2013,1,16,46,1,0,1
281.32,0.25,0.0,64,Drizzle,heavy intensity drizzle,4402,17,5,11,2013,1,16,46,1,0,1
281.27,0.0,0.0,64,Mist,mist,4289,18,5,11,2013,1,16,46,1,0,1
281.32,0.0,0.0,90,Mist,mist,3147,19,5,11,2013,1,16,46,1,0,1
281.32,0.0,0.0,90,Rain,light rain,3147,19,5,11,2013,1,16,46,1,0,1
281.4,0.0,0.0,64,Mist,mist,2484,20,5,11,2013,1,16,46,0,0,0
281.4,0.0,0.0,64,Fog,fog,2484,20,5,11,2013,1,16,46,0,0,0
281.6,0.0,0.0,64,Mist,mist,2533,21,5,11,2013,1,16,46,0,0,0
281.6,0.0,0.0,64,Fog,fog,2533,21,5,11,2013,1,16,46,0,0,0
281.6,0.0,0.0,64,Drizzle,drizzle,2533,21,5,11,2013,1,16,46,0,0,0
281.27,0.0,0.0,64,Mist,mist,2671,22,5,11,2013,1,16,46,0,0,0
281.27,0.0,0.0,64,Fog,fog,2671,22,5,11,2013,1,16,46,0,0,0
280.33,0.0,0.0,64,Mist,mist,2881,23,5,11,2013,1,16,46,0,0,0
280.33,0.0,0.0,64,Fog,fog,2881,23,5,11,2013,1,16,46,0,0,0
279.86,0.0,0.0,64,Mist,mist,1295,0,6,11,2013,1,17,46,0,0,0
279.18,0.0,0.0,64,Mist,mist,857,1,6,11,2013,1,17,46,0,0,0
278.56,0.0,0.0,64,Mist,mist,616,2,6,11,2013,1,17,46,0,0,0
277.96,0.0,0.0,64,Mist,mist,333,3,6,11,2013,1,17,46,0,0,0
277.93,0.0,0.0,40,Mist,mist,289,4,6,11,2013,1,17,46,0,0,0
278.25,0.0,0.0,90,Fog,fog,467,5,6,11,2013,1,17,46,0,0,0
278.25,0.0,0.0,90,Mist,mist,467,5,6,11,2013,1,17,46,0,0,0
278.38,0.0,0.0,90,Mist,mist,746,6,6,11,2013,1,17,46,0,0,0
278.36,0.0,0.0,64,Mist,mist,1092,7,6,11,2013,1,17,46,1,1,0
278.36,0.0,0.0,64,Fog,fog,1092,7,6,11,2013,1,17,46,1,1,0
278.83,0.0,0.0,90,Mist,mist,1770,8,6,11,2013,1,17,46,1,1,0
278.66,0.0,0.0,90,Clouds,overcast clouds,2509,9,6,11,2013,1,17,46,1,1,0
278.8,0.0,0.0,90,Clouds,overcast clouds,3357,10,6,11,2013,1,17,46,0,0,0
276.793,0.0,0.0,64,Clouds,broken clouds,3990,12,6,11,2013,1,17,46,0,0,0
279.15,0.0,0.0,90,Clouds,overcast clouds,4351,13,6,11,2013,1,17,46,0,0,0
278.5,0.0,0.0,90,Clouds,overcast clouds,4234,14,6,11,2013,1,17,46,0,0,0
277.15,0.0,0.0,90,Clouds,overcast clouds,4345,15,6,11,2013,1,17,46,0,0,0
276.89,0.0,0.0,75,Clouds,broken clouds,3968,16,6,11,2013,1,17,46,1,0,1
275.64,0.0,0.0,90,Clouds,overcast clouds,4206,17,6,11,2013,1,17,46,1,0,1
274.15,0.0,0.0,90,Clouds,overcast clouds,3543,18,6,11,2013,1,17,46,1,0,1
274.15,0.0,0.0,90,Clouds,overcast clouds,2707,19,6,11,2013,1,17,46,1,0,1
274.15,0.0,0.0,90,Clouds,overcast clouds,3185,21,6,11,2013,1,17,46,0,0,0
273.06,0.0,0.0,90,Clouds,overcast clouds,2051,22,6,11,2013,1,17,46,0,0,0
273.07,0.0,0.0,90,Clouds,overcast clouds,1010,23,6,11,2013,1,17,46,0,0,0
272.64,0.0,0.0,90,Clouds,overcast clouds,516,0,0,11,2013,0,18,47,0,0,0
272.38,0.0,0.0,90,Clouds,overcast clouds,263,1,0,11,2013,0,18,47,0,0,0
271.48,0.0,0.0,90,Clouds,overcast clouds,249,2,0,11,2013,0,18,47,0,0,0
271.64,0.0,0.0,90,Clouds,overcast clouds,311,3,0,11,2013,0,18,47,0,0,0
271.64,0.0,0.0,90,Clouds,overcast clouds,800,4,0,11,2013,0,18,47,0,0,0
271.39,0.0,0.0,90,Clouds,overcast clouds,2737,5,0,11,2013,0,18,47,0,0,0
271.45,0.0,0.0,64,Clouds,broken clouds,6964,7,0,11,2013,0,18,47,1,1,0
270.59,0.0,0.0,64,Clouds,broken clouds,6092,8,0,11,2013,0,18,47,1,1,0
270.84,0.0,0.0,64,Clouds,broken clouds,5093,9,0,11,2013,0,18,47,1,1,0
271.23,0.0,0.0,64,Clouds,broken clouds,4385,10,0,11,2013,0,18,47,0,0,0
271.73,0.0,0.0,64,Clouds,broken clouds,4545,11,0,11,2013,0,18,47,0,0,0
273.1,0.0,0.0,1,Clear,sky is clear,4654,12,0,11,2013,0,18,47,0,0,0
274.15,0.0,0.0,1,Clear,sky is clear,4728,13,0,11,2013,0,18,47,0,0,0
274.15,0.0,0.0,1,Clear,sky is clear,5622,15,0,11,2013,0,18,47,0,0,0
271.54,0.0,0.0,64,Clouds,broken clouds,6177,17,0,11,2013,0,18,47,1,0,1
271.34,0.0,0.0,64,Clouds,broken clouds,4435,18,0,11,2013,0,18,47,1,0,1
269.67,0.0,0.0,64,Clouds,broken clouds,2911,19,0,11,2013,0,18,47,1,0,1
268.53,0.0,0.0,64,Clouds,broken clouds,2520,20,0,11,2013,0,18,47,0,0,0
267.75,0.0,0.0,64,Clouds,broken clouds,2047,21,0,11,2013,0,18,47,0,0,0
267.37,0.0,0.0,64,Clouds,broken clouds,1456,22,0,11,2013,0,18,47,0,0,0
267.32,0.0,0.0,64,Clouds,broken clouds,904,23,0,11,2013,0,18,47,0,0,0
267.32,0.0,0.0,64,Clouds,broken clouds,458,0,1,11,2013,0,19,47,0,0,0
266.81,0.0,0.0,64,Clouds,broken clouds,283,1,1,11,2013,0,19,47,0,0,0
266.7,0.0,0.0,64,Clouds,broken clouds,208,2,1,11,2013,0,19,47,0,0,0
267.32,0.0,0.0,64,Clouds,broken clouds,335,3,1,11,2013,0,19,47,0,0,0
267.63,0.0,0.0,64,Clouds,broken clouds,805,4,1,11,2013,0,19,47,0,0,0
268.24,0.0,0.0,64,Clouds,broken clouds,2744,5,1,11,2013,0,19,47,0,0,0
268.34,0.0,0.0,64,Clouds,broken clouds,5991,6,1,11,2013,0,19,47,0,0,0
268.85,0.0,0.0,64,Clouds,broken clouds,7015,7,1,11,2013,0,19,47,1,1,0
268.91,0.0,0.0,64,Clouds,broken clouds,6290,8,1,11,2013,0,19,47,1,1,0
270.71,0.0,0.0,64,Clouds,broken clouds,5276,9,1,11,2013,0,19,47,1,1,0
272.26,0.0,0.0,64,Clouds,broken clouds,4472,10,1,11,2013,0,19,47,0,0,0
276.43,0.0,0.0,64,Clouds,broken clouds,4671,11,1,11,2013,0,19,47,0,0,0
277.12,0.0,0.0,64,Clouds,broken clouds,4827,12,1,11,2013,0,19,47,0,0,0
279.55,0.0,0.0,64,Clouds,broken clouds,4855,13,1,11,2013,0,19,47,0,0,0
280.7,0.0,0.0,64,Clouds,broken clouds,5242,14,1,11,2013,0,19,47,0,0,0
280.32,0.0,0.0,64,Clouds,broken clouds,6060,15,1,11,2013,0,19,47,0,0,0
